
code	|	name	|	preferred name	|	taxid
1	|	Chthonomonas calidirosea	|	 	|	454171
1	|	Citrobacter amalonaticus	|	 	|	35703
1	|	Citrobacter braakii	|	 	|	57706
1	|	Citrobacter farmeri	|	 	|	67824
1	|	Citrobacter freundii	|	 	|	546
1	|	Citrobacter koseri	|	 	|	545
1	|	Citrobacter rodentium	|	 	|	67825
1	|	Citrobacter youngae	|	 	|	133448
1	|	Clavibacter michiganensis	|	 	|	28447
1	|	Cloacibacillus evryensis	|	 	|	508460
1	|	Cloacibacterium normanense	|	 	|	237258
1	|	Clostridium aceticum	|	 	|	84022
1	|	Clostridium acetobutylicum	|	 	|	1488
1	|	Clostridium autoethanogenum	|	 	|	84023
1	|	Clostridium baratii	|	 	|	1561
1	|	Collimonas arenae	|	 	|	279058
1	|	Clostridium butyricum	|	 	|	1492
1	|	Clostridium carboxidivorans	|	 	|	217159
1	|	Clostridium celatum	|	 	|	36834
1	|	Clostridium cellulovorans	|	 	|	1493
1	|	Clostridium cylindrosporum	|	 	|	1495
1	|	Clostridium homopropionicum	|	 	|	36844
1	|	Clostridium intestinale	|	 	|	36845
1	|	Clostridium kluyveri	|	 	|	1534
1	|	Clostridium ljungdahlii	|	 	|	1538
1	|	Clostridium magnum	|	 	|	33954
1	|	Clostridium novyi	|	 	|	1542
1	|	Clostridium paraputrificum	|	 	|	29363
1	|	Clostridium pasteurianum	|	 	|	1501
1	|	Clostridium perfringens	|	 	|	1502
1	|	Clostridium ragsdalei	|	 	|	217158
1	|	Clostridium saccharobutylicum	|	 	|	169679
1	|	Clostridium saccharoperbutylacetonicum	|	 	|	36745
1	|	Clostridium sartagoforme	|	 	|	84031
1	|	Clostridium scatologenes	|	 	|	1548
1	|	Clostridium sporogenes	|	 	|	1509
1	|	Clostridium sulfidigenes	|	 	|	318464
1	|	Clostridium tepidiprofundi	|	 	|	420412
1	|	Clostridium tetani	|	 	|	1513
1	|	Clostridium tetanomorphum	|	 	|	1553
1	|	Clostridium tyrobutyricum	|	 	|	1519
1	|	Collimonas fungivorans	|	 	|	158899
1	|	Collimonas pratensis	|	 	|	279113
1	|	Collinsella aerofaciens	|	 	|	74426
1	|	Collinsella intestinalis	|	 	|	147207
1	|	Collinsella stercoris	|	 	|	147206
1	|	Collinsella tanakaei	|	 	|	626935
1	|	Colwellia psychrerythraea	|	 	|	28229
1	|	Comamonas aquatica	|	 	|	225991
1	|	Comamonas testosteroni	|	 	|	285
1	|	Comamonas thiooxydans	|	 	|	363952
1	|	Conexibacter woesei	|	 	|	191495
1	|	Congregibacter litoralis	|	 	|	393662
1	|	Coprothermobacter proteolyticus	|	 	|	35786
1	|	Coraliomargarita akajimensis	|	 	|	395922
1	|	Corallococcus coralloides	|	 	|	184914
1	|	Coriobacterium glomerans	|	 	|	33871
1	|	Corynebacterium accolens	|	 	|	38284
1	|	Corynebacterium afermentans	|	 	|	38286
1	|	Corynebacterium ammoniagenes	|	 	|	1697
1	|	Corynebacterium amycolatum	|	 	|	43765
1	|	Corynebacterium argentoratense	|	 	|	42817
1	|	Corynebacterium atypicum	|	 	|	191610
1	|	Corynebacterium aurimucosum	|	 	|	169292
1	|	Corynebacterium callunae	|	 	|	1721
1	|	Corynebacterium camporealensis	|	 	|	161896
1	|	Corynebacterium casei	|	 	|	160386
1	|	Corynebacterium deserti	|	 	|	1408191
1	|	Corynebacterium diphtheriae	|	 	|	1717
1	|	Corynebacterium imitans	|	 	|	156978
1	|	Corynebacterium doosanense	|	 	|	1121358
1	|	Corynebacterium efficiens	|	 	|	152794
1	|	Corynebacterium falsenii	|	 	|	108486
1	|	Corynebacterium freneyi	|	 	|	134034
1	|	Corynebacterium genitalium	|	 	|	38288
1	|	Corynebacterium glucuronolyticum	|	 	|	39791
1	|	Corynebacterium glutamicum	|	 	|	1718
1	|	Corynebacterium halotolerans	|	 	|	225326
1	|	Corynebacterium humireducens	|	 	|	1223514
1	|	Corynebacterium jeikeium	|	 	|	38289
1	|	Corynebacterium kroppenstedtii	|	 	|	161879
1	|	Corynebacterium kutscheri	|	 	|	35755
1	|	Corynebacterium lipophiloflavum	|	 	|	161889
1	|	Corynebacterium marinum	|	 	|	349751
1	|	Corynebacterium maris	|	 	|	575200
1	|	Corynebacterium matruchotii	|	 	|	43768
1	|	Corynebacterium minutissimum	|	 	|	38301
1	|	Corynebacterium mustelae	|	 	|	571915
1	|	Corynebacterium pseudodiphtheriticum	|	 	|	37637
1	|	Corynebacterium pseudotuberculosis	|	 	|	1719
1	|	Corynebacterium pyruviciproducens	|	 	|	598660
1	|	Corynebacterium resistens	|	 	|	258224
1	|	Corynebacterium riegelii	|	 	|	156976
1	|	Corynebacterium simulans	|	 	|	146827
1	|	Corynebacterium singulare	|	 	|	161899
1	|	Corynebacterium stationis	|	 	|	1705
1	|	Corynebacterium striatum	|	 	|	43770
1	|	Corynebacterium terpenotabidum	|	 	|	89154
1	|	Corynebacterium testudinoris	|	 	|	136857
1	|	Corynebacterium tuberculostearicum	|	 	|	38304
1	|	Corynebacterium tuscaniense	|	 	|	302449
1	|	Corynebacterium ulcerans	|	 	|	65058
1	|	Corynebacterium urealyticum	|	 	|	43771
1	|	Devosia geojensis	|	 	|	443610
1	|	Corynebacterium ureicelerivorans	|	 	|	401472
1	|	Corynebacterium variabile	|	 	|	1727
1	|	Corynebacterium vitaeruminis	|	 	|	38305
1	|	Corynebacterium xerosis	|	 	|	1725
1	|	Cronobacter dublinensis	|	 	|	413497
1	|	Cronobacter malonaticus	|	 	|	413503
1	|	Cronobacter muytjensii	|	 	|	413501
1	|	Cronobacter sakazakii	|	 	|	28141
1	|	Cronobacter turicensis	|	 	|	413502
1	|	Cryobacterium arcticum	|	 	|	670052
1	|	Cryobacterium roopkundense	|	 	|	1001240
1	|	Cryptobacterium curtum	|	 	|	84163
1	|	Cryptosporangium arvum	|	 	|	80871
1	|	Cupriavidus basilensis	|	 	|	68895
1	|	Cupriavidus gilardii	|	 	|	82541
1	|	Cupriavidus metallidurans	|	 	|	119219
1	|	Cupriavidus necator	|	 	|	106590
1	|	Cupriavidus taiwanensis	|	 	|	164546
1	|	Curtobacterium citreum	|	 	|	2036
1	|	Curtobacterium flaccumfaciens	|	 	|	2035
1	|	Curtobacterium luteum	|	 	|	33881
1	|	Cyclobacterium marinum	|	 	|	104
1	|	Cystobacter fuscus	|	 	|	43
1	|	Cystobacter violaceus	|	Archangium violaceum	|	83451
1	|	Cytophaga hutchinsonii	|	 	|	985
1	|	Dechloromonas denitrificans	|	 	|	281362
1	|	Deferribacter desulfuricans	|	 	|	197162
1	|	Defluviitoga tunisiensis	|	 	|	1006576
1	|	Dehalobacter restrictus	|	 	|	55583
1	|	Deinococcus deserti	|	 	|	310783
1	|	Deinococcus geothermalis	|	 	|	68909
1	|	Deinococcus gobiensis	|	 	|	502394
1	|	Deinococcus maricopensis	|	 	|	309887
1	|	Deinococcus peraridilitoris	|	 	|	432329
1	|	Deinococcus proteolyticus	|	 	|	55148
1	|	Deinococcus radiodurans	|	 	|	1299
1	|	Delftia acidovorans	|	 	|	80866
1	|	Delftia tsuruhatensis	|	 	|	180282
1	|	Denitrobacterium detoxificans	|	 	|	79604
1	|	Denitrovibrio acetiphilus	|	 	|	118000
1	|	Dermabacter hominis	|	 	|	36740
1	|	Dermacoccus nishinomiyaensis	|	 	|	1274
1	|	Desulfarculus baarsii	|	 	|	453230
1	|	Desulfatibacillum alkenivorans	|	 	|	259354
1	|	Desulfitobacterium dehalogenans	|	 	|	36854
1	|	Desulfitobacterium hafniense	|	 	|	49338
1	|	Desulfitobacterium metallireducens	|	 	|	142877
1	|	Desulfobacca acetoxidans	|	 	|	60893
1	|	Desulfobacter postgatei	|	 	|	2293
1	|	Desulfobacterium autotrophicum	|	Desulforapulum autotrophicum	|	2296
1	|	Desulfobacula toluolica	|	 	|	28223
1	|	Desulfobulbus propionicus	|	 	|	894
1	|	Desulfocapsa sulfexigens	|	 	|	65555
1	|	Desulfococcus multivorans	|	 	|	897
1	|	Desulfohalobium retbaense	|	 	|	45663
1	|	Desulfomicrobium baculatum	|	 	|	899
1	|	Desulfomicrobium orale	|	 	|	132132
1	|	Desulfomonile tiedjei	|	 	|	2358
1	|	Desulfonatronospira thiodismutans	|	 	|	488939
1	|	Desulfosporosinus acidiphilus	|	 	|	885581
1	|	Desulfosporosinus meridiei	|	 	|	79209
1	|	Desulfosporosinus orientis	|	 	|	1563
1	|	Desulfosporosinus youngiae	|	 	|	339862
1	|	Desulfotalea psychrophila	|	 	|	84980
1	|	Desulfotignum phosphitoxidans	|	 	|	190898
1	|	Desulfotomaculum acetoxidans	|	Desulfofarcimen acetoxidans	|	58138
1	|	Desulfotomaculum gibsoniae	|	Desulfoscipio gibsoniae	|	102134
1	|	Desulfotomaculum hydrothermale	|	Desulforamulus hydrothermalis	|	412895
1	|	Desulfotomaculum kuznetsovii	|	Desulfofundulus kuznetsovii	|	58135
1	|	Desulfotomaculum nigrificans	|	 	|	1565
1	|	Desulfotomaculum ruminis	|	Desulforamulus ruminis	|	1564
1	|	Desulfovibrio aespoeensis	|	Pseudodesulfovibrio aespoeensis	|	182210
1	|	Desulfovibrio africanus	|	Desulfocurvibacter africanus	|	873
1	|	Desulfovibrio alaskensis	|	Oleidesulfovibrio alaskensis	|	58180
1	|	Desulfovibrio alkalitolerans	|	Desulfohalovibrio alkalitolerans	|	293256
1	|	Desulfovibrio desulfuricans	|	 	|	876
1	|	Desulfovibrio fructosivorans	|	Solidesulfovibrio fructosivorans	|	878
1	|	Desulfovibrio gigas	|	Megalodesulfovibrio gigas	|	879
1	|	Desulfovibrio hydrothermalis	|	Maridesulfovibrio hydrothermalis	|	191026
1	|	Desulfovibrio magneticus	|	Solidesulfovibrio magneticus	|	184917
1	|	Desulfovibrio piezophilus	|	Pseudodesulfovibrio piezophilus	|	879567
1	|	Desulfovibrio piger	|	 	|	901
1	|	Desulfovibrio salexigens	|	Maridesulfovibrio salexigens	|	880
1	|	Desulfovibrio vulgaris	|	 	|	881
1	|	Desulfurella acetivorans	|	 	|	33002
1	|	Desulfuribacillus alkaliarsenatis	|	 	|	766136
1	|	Desulfurispirillum indicum	|	 	|	936456
1	|	Desulfurivibrio alkaliphilus	|	 	|	427923
1	|	Desulfurobacterium thermolithotrophum	|	 	|	64160
1	|	Desulfuromonas acetoxidans	|	 	|	891
1	|	Dethiobacter alkaliphilus	|	 	|	427926
1	|	Dethiosulfovibrio peptidovorans	|	 	|	47055
1	|	Devosia chinhatensis	|	 	|	429727
1	|	Devosia insulae	|	 	|	408174
1	|	Devosia limi	|	 	|	288995
1	|	Devosia psychrophila	|	 	|	728005
1	|	Devosia riboflavina	|	 	|	46914
1	|	Devosia soli	|	 	|	361041
1	|	Dialister invisus	|	 	|	218538
1	|	Dialister micraerophilus	|	 	|	309120
1	|	Dialister pneumosintes	|	 	|	39950
1	|	Dichelobacter nodosus	|	 	|	870
1	|	Dickeya chrysanthemi	|	 	|	556
1	|	Dickeya dadantii	|	 	|	204038
1	|	Dickeya paradisiaca	|	Musicola paradisiaca	|	69223
1	|	Dickeya zeae	|	 	|	204042
1	|	Dictyoglomus thermophilum	|	 	|	14
1	|	Dictyoglomus turgidum	|	 	|	513050
1	|	Dietzia alimentaria	|	 	|	665550
1	|	Dietzia cinnamea	|	 	|	321318
1	|	Dietzia maris	|	 	|	37915
1	|	Dinoroseobacter shibae	|	 	|	215813
1	|	Dokdonella koreensis	|	 	|	323415
1	|	Dokdonia donghaensis	|	 	|	326320
1	|	Dorea formicigenerans	|	 	|	39486
1	|	Dorea longicatena	|	 	|	88431
1	|	Dyadobacter fermentans	|	 	|	94254
1	|	Dyella japonica	|	 	|	231455
1	|	Dyella thiooxydans	|	 	|	445710
1	|	Dysgonomonas gadei	|	 	|	156974
1	|	Dysgonomonas mossii	|	 	|	163665
1	|	Echinicola vietnamensis	|	 	|	390884
1	|	Edwardsiella hoshinae	|	 	|	93378
1	|	Edwardsiella ictaluri	|	 	|	67780
1	|	Edwardsiella tarda	|	 	|	636
1	|	Eggerthella lenta	|	 	|	84112
1	|	Eggerthia catenaformis	|	 	|	31973
1	|	Eikenella corrodens	|	 	|	539
1	|	Elizabethkingia meningoseptica	|	 	|	238
1	|	Elizabethkingia miricola	|	 	|	172045
1	|	Emticicia oligotrophica	|	 	|	312279
1	|	Endozoicomonas elysicola	|	 	|	305900
1	|	Enhygromyxa salina	|	 	|	215803
1	|	Ensifer adhaerens	|	 	|	106592
1	|	Enterobacter aerogenes	|	Klebsiella aerogenes	|	548
1	|	Enterobacter asburiae	|	 	|	61645
1	|	Enterobacter cloacae	|	 	|	550
1	|	Enterobacter hormaechei	|	 	|	158836
1	|	Enterobacter ludwigii	|	 	|	299767
1	|	Enterococcus asini	|	 	|	57732
1	|	Enterococcus avium	|	 	|	33945
1	|	Enterococcus caccae	|	 	|	317735
1	|	Enterococcus casseliflavus	|	 	|	37734
1	|	Enterococcus cecorum	|	 	|	44008
1	|	Enterococcus columbae	|	 	|	1355
1	|	Enterococcus dispar	|	 	|	44009
1	|	Enterococcus durans	|	 	|	53345
1	|	Enterococcus faecalis	|	 	|	1351
1	|	Enterococcus faecium	|	 	|	1352
1	|	Enterococcus gallinarum	|	 	|	1353
1	|	Enterococcus gilvus	|	 	|	160453
1	|	Enterococcus haemoperoxidus	|	 	|	155618
1	|	Enterococcus hirae	|	 	|	1354
1	|	Enterococcus italicus	|	 	|	246144
1	|	Enterococcus malodoratus	|	 	|	71451
1	|	Enterococcus moraviensis	|	 	|	155617
1	|	Enterococcus mundtii	|	 	|	53346
1	|	Enterococcus pallens	|	 	|	160454
1	|	Enterococcus phoeniculicola	|	 	|	154621
1	|	Enterococcus quebecensis	|	 	|	903983
1	|	Enterococcus raffinosus	|	 	|	71452
1	|	Enterococcus saccharolyticus	|	 	|	41997
1	|	Enterococcus silesiacus	|	 	|	332949
1	|	Enterococcus sulfureus	|	 	|	1356
1	|	Enterococcus termitis	|	 	|	332950
1	|	Enterococcus thailandicus	|	 	|	417368
1	|	Enterococcus ureasiticus	|	 	|	903984
1	|	Enterococcus villorum	|	 	|	112904
1	|	Enterorhabdus caecimuris	|	Adlercreutzia caecimuris	|	671266
1	|	Enterovibrio coralii	|	 	|	294935
1	|	Epilithonimonas lactis	|	 	|	421072
1	|	Eremococcus coleocola	|	 	|	88132
1	|	Erwinia amylovora	|	 	|	552
1	|	Erwinia billingiae	|	 	|	182337
1	|	Erwinia pyrifoliae	|	 	|	79967
1	|	Erwinia tasmaniensis	|	 	|	338565
1	|	Erwinia tracheiphila	|	 	|	65700
1	|	Erysipelothrix rhusiopathiae	|	 	|	1648
1	|	Erythrobacter litoralis	|	 	|	39960
1	|	Erythrobacter longus	|	 	|	1044
1	|	Escherichia albertii	|	 	|	208962
1	|	Escherichia coli	|	 	|	562
1	|	Escherichia fergusonii	|	 	|	564
1	|	Ethanoligenens harbinense	|	 	|	253239
1	|	Eubacterium brachy	|	[Eubacterium] brachy	|	35517
1	|	Eubacterium limosum	|	 	|	1736
1	|	Eubacterium nodatum	|	[Eubacterium] nodatum	|	35518
1	|	Eubacterium ramulus	|	 	|	39490
1	|	Eubacterium ventriosum	|	 	|	39496
1	|	Ewingella americana	|	 	|	41202
1	|	Exiguobacterium antarcticum	|	 	|	132920
1	|	Exiguobacterium mexicanum	|	 	|	340146
1	|	Exiguobacterium sibiricum	|	 	|	332410
1	|	Exiguobacterium undae	|	 	|	169177
1	|	Faecalibacterium prausnitzii	|	 	|	853
1	|	Ferrimicrobium acidiphilum	|	 	|	121039
1	|	Ferrimonas balearica	|	 	|	44012
1	|	Fervidicola ferrireducens	|	 	|	520764
1	|	Fervidobacterium islandicum	|	 	|	2423
1	|	Fervidobacterium nodosum	|	 	|	2424
1	|	Fervidobacterium pennivorans	|	 	|	93466
1	|	Fibrella aestuarina	|	 	|	651143
1	|	Fibrisoma limi	|	 	|	663275
1	|	Gordonia terrae	|	 	|	2055
1	|	Flavobacterium aquatile	|	 	|	245
1	|	Flavobacterium aquidurense	|	 	|	362413
1	|	Flavobacterium columnare	|	 	|	996
1	|	Flavobacterium daejeonense	|	 	|	350893
1	|	Flavobacterium frigoris	|	 	|	229204
1	|	Flavobacterium fryxellicola	|	 	|	249352
1	|	Flavobacterium hibernum	|	 	|	37752
1	|	Flavobacterium hydatis	|	 	|	991
1	|	Flavobacterium indicum	|	 	|	312277
1	|	Flavobacterium johnsoniae	|	 	|	986
1	|	Flavobacterium psychrophilum	|	 	|	96345
1	|	Flavobacterium reichenbachii	|	 	|	362418
1	|	Flavobacterium rivuli	|	 	|	498301
1	|	Flavobacterium saliperosum	|	 	|	329186
1	|	Flavobacterium subsaxonicum	|	 	|	426226
1	|	Flavobacterium succinicans	|	 	|	29536
1	|	Flavobacterium suncheonense	|	 	|	350894
1	|	Flavonifractor plautii	|	 	|	292800
1	|	Flexibacter litoralis	|	Bernardetia litoralis	|	999
1	|	Flexistipes sinusarabici	|	 	|	2352
1	|	Fluoribacter bozemanae	|	Legionella bozemanae	|	447
1	|	Fluoribacter dumoffii	|	 	|	463
1	|	Fluoribacter gormanii	|	 	|	464
1	|	Fluviicola taffensis	|	 	|	191579
1	|	Formosa agariphila	|	 	|	320324
1	|	Francisella hispaniensis	|	 	|	622488
1	|	Francisella noatunensis	|	 	|	657445
1	|	Francisella philomiragia	|	 	|	28110
1	|	Francisella tularensis	|	 	|	263
1	|	Frateuria aurantia	|	 	|	81475
1	|	Fructobacillus fructosus	|	 	|	1631
1	|	Fulvimarina pelagi	|	 	|	217511
1	|	Fusobacterium equinum	|	 	|	134605
1	|	Fusobacterium mortiferum	|	 	|	850
1	|	Fusobacterium necrophorum	|	 	|	859
1	|	Fusobacterium nucleatum	|	 	|	851
1	|	Fusobacterium periodonticum	|	 	|	860
1	|	Fusobacterium ulcerans	|	 	|	861
1	|	Fusobacterium varium	|	 	|	856
1	|	Gallibacterium anatis	|	 	|	750
1	|	Gardnerella vaginalis	|	 	|	2702
1	|	Gelidibacter algens	|	 	|	49280
1	|	Gemella haemolysans	|	 	|	1379
1	|	Gemella morbillorum	|	 	|	29391
1	|	Gemmatimonas aurantiaca	|	 	|	173480
1	|	Geoalkalibacter ferrihydriticus	|	 	|	392333
1	|	Geoalkalibacter subterraneus	|	 	|	483547
1	|	Geobacillus caldoxylosilyticus	|	Parageobacillus caldoxylosilyticus	|	81408
1	|	Geobacillus kaustophilus	|	 	|	1462
1	|	Geobacillus subterraneus	|	 	|	129338
1	|	Geobacillus thermodenitrificans	|	 	|	33940
1	|	Geobacillus thermoglucosidasius	|	Parageobacillus thermoglucosidasius	|	1426
1	|	Geobacillus thermoleovorans	|	 	|	33941
1	|	Geobacter bemidjiensis	|	Citrifermentans bemidjiense	|	225194
1	|	Geobacter daltonii	|	Geotalea daltonii	|	1203471
1	|	Geobacter lovleyi	|	Trichlorobacter lovleyi	|	313985
1	|	Geobacter metallireducens	|	 	|	28232
1	|	Geobacter pickeringii	|	 	|	345632
1	|	Geobacter sulfurreducens	|	 	|	35554
1	|	Geodermatophilus obscurus	|	 	|	1861
1	|	Gillisia limnaea	|	 	|	195907
1	|	Glaciecola pallidula	|	 	|	56807
1	|	Glaciecola punicea	|	 	|	56804
1	|	Gloeobacter violaceus	|	 	|	33072
1	|	Gluconacetobacter diazotrophicus	|	 	|	33996
1	|	Gluconobacter frateurii	|	 	|	38308
1	|	Gluconobacter oxydans	|	 	|	442
1	|	Gordonia aichiensis	|	 	|	36820
1	|	Gordonia alkanivorans	|	 	|	84096
1	|	Gordonia amarae	|	 	|	36821
1	|	Gordonia amicalis	|	 	|	89053
1	|	Gordonia araii	|	 	|	263909
1	|	Gordonia bronchialis	|	 	|	2054
1	|	Gordonia effusa	|	 	|	263908
1	|	Gordonia hirsuta	|	 	|	53427
1	|	Gordonia jacobaea	|	 	|	122202
1	|	Gordonia malaquae	|	 	|	410332
1	|	Gordonia namibiensis	|	 	|	168480
1	|	Gordonia otitidis	|	 	|	249058
1	|	Gordonia paraffinivorans	|	 	|	175628
1	|	Gordonia polyisoprenivorans	|	 	|	84595
1	|	Gordonia rhizosphera	|	 	|	83341
1	|	Gordonia rubripertincta	|	 	|	36822
1	|	Gordonia sihwensis	|	 	|	173559
1	|	Gordonia soli	|	 	|	320799
1	|	Gordonia sputi	|	 	|	36823
1	|	Gordonibacter pamelaeae	|	 	|	471189
1	|	Gracilibacillus boraciitolerans	|	 	|	307521
1	|	Granulibacter bethesdensis	|	 	|	364410
1	|	Granulicatella adiacens	|	 	|	46124
1	|	Grimontia hollisae	|	 	|	673
1	|	Haemophilus ducreyi	|	[Haemophilus] ducreyi	|	730
1	|	Haemophilus influenzae	|	 	|	727
1	|	Haemophilus parahaemolyticus	|	 	|	735
1	|	Haemophilus parainfluenzae	|	 	|	729
1	|	Haemophilus paraphrohaemolyticus	|	 	|	736
1	|	Haemophilus parasuis	|	Glaesserella parasuis	|	738
1	|	Haemophilus pittmaniae	|	 	|	249188
1	|	Haemophilus sputorum	|	 	|	1078480
1	|	Hafnia alvei	|	 	|	569
1	|	Hafnia paralvei	|	 	|	546367
1	|	Halanaerobium praevalens	|	 	|	2331
1	|	Halanaerobium saccharolyticum	|	 	|	43595
1	|	Haliangium ochraceum	|	 	|	80816
1	|	Haliscomenobacter hydrossis	|	 	|	2350
1	|	Halobacillus dabanensis	|	 	|	240302
1	|	Halobacillus halophilus	|	 	|	1570
1	|	Halobacillus karajensis	|	 	|	195088
1	|	Halobacillus trueperi	|	 	|	156205
1	|	Halobacteroides halobius	|	 	|	42422
1	|	Halomonas anticariensis	|	 	|	258591
1	|	Halomonas boliviensis	|	 	|	223527
1	|	Halomonas campaniensis	|	 	|	213554
1	|	Halomonas elongata	|	 	|	2746
1	|	Halomonas hydrothermalis	|	 	|	115561
1	|	Halomonas titanicae	|	 	|	664683
1	|	Haloplasma contractile	|	 	|	471825
1	|	Halorhodospira halochloris	|	 	|	1052
1	|	Halorhodospira halophila	|	 	|	1053
1	|	Halotalea alkalilenta	|	 	|	376489
1	|	Halothiobacillus neapolitanus	|	 	|	927
1	|	Helcococcus kunzii	|	 	|	40091
1	|	Helicobacter cinaedi	|	 	|	213
1	|	Helicobacter fennelliae	|	 	|	215
1	|	Helicobacter heilmannii	|	 	|	35817
1	|	Helicobacter hepaticus	|	 	|	32025
1	|	Helicobacter muridarum	|	 	|	216
1	|	Helicobacter pullorum	|	 	|	35818
1	|	Helicobacter pylori	|	 	|	210
1	|	Kingella kingae	|	 	|	504
1	|	Helicobacter suis	|	 	|	104628
1	|	Heliobacterium modesticaldum	|	Heliomicrobium modesticaldum	|	35701
1	|	Herbaspirillum frisingense	|	 	|	92645
1	|	Herbaspirillum hiltneri	|	 	|	341045
1	|	Herbaspirillum rubrisubalbicans	|	 	|	80842
1	|	Herbaspirillum seropedicae	|	 	|	964
1	|	Herminiimonas arsenicoxydans	|	 	|	204773
1	|	Herpetosiphon aurantiacus	|	 	|	65
1	|	Hippea maritima	|	 	|	84405
1	|	Hirschia baltica	|	 	|	2724
1	|	Hoeflea phototrophica	|	 	|	244596
1	|	Holdemania filiformis	|	 	|	61171
1	|	Hyalangium minutum	|	 	|	394096
1	|	Hydrocarboniphaga effusa	|	 	|	243629
1	|	Hydrogenobacter thermophilus	|	 	|	940
1	|	Hydrogenophaga intermedia	|	 	|	65786
1	|	Hylemonella gracilis	|	 	|	80880
1	|	Hyphomicrobium denitrificans	|	 	|	53399
1	|	Hyphomicrobium sulfonivorans	|	 	|	121290
1	|	Hyphomonas hirschiana	|	 	|	81030
1	|	Hyphomonas jannaschiana	|	 	|	86
1	|	Hyphomonas neptunium	|	 	|	81032
1	|	Hyphomonas oceanitis	|	 	|	81033
1	|	Hyphomonas polymorpha	|	 	|	74319
1	|	Idiomarina abyssalis	|	 	|	86102
1	|	Idiomarina loihiensis	|	 	|	135577
1	|	Idiomarina salinarum	|	Pseudidiomarina salinarum	|	435908
1	|	Ilyobacter polytropus	|	 	|	167642
1	|	Inquilinus limosus	|	 	|	171674
1	|	Intrasporangium calvum	|	 	|	53358
1	|	Intrasporangium chromatireducens	|	 	|	1386088
1	|	Intrasporangium oryzae	|	 	|	412687
1	|	Isoptericola variabilis	|	 	|	139208
1	|	Janibacter melonis	|	 	|	262209
1	|	Jannaschia rubra	|	 	|	282197
1	|	Janthinobacterium agaricidamnosum	|	 	|	55508
1	|	Janthinobacterium lividum	|	 	|	29581
1	|	Jejuia pallidilutea	|	 	|	504487
1	|	Jeotgalibacillus campisalis	|	 	|	220754
1	|	Jeotgalibacillus soli	|	 	|	889306
1	|	Jeotgalibacillus marinus	|	 	|	86667
1	|	Jonesia denitrificans	|	 	|	43674
1	|	Jonquetella anthropi	|	 	|	428712
1	|	Joostella marina	|	 	|	453852
1	|	Kangiella koreensis	|	 	|	261964
1	|	Kerstersia gyiorum	|	 	|	206506
1	|	Kineococcus radiotolerans	|	 	|	131568
1	|	Kineosphaera limosa	|	 	|	111564
1	|	Kingella denitrificans	|	 	|	502
1	|	Kingella oralis	|	 	|	505
1	|	Kitasatospora griseola	|	 	|	2064
1	|	Klebsiella oxytoca	|	 	|	571
1	|	Kocuria flava	|	 	|	446860
1	|	Klebsiella pneumoniae	|	 	|	573
1	|	Kocuria marina	|	 	|	223184
1	|	Klebsiella variicola	|	 	|	244366
1	|	Kluyvera ascorbata	|	 	|	51288
1	|	Kluyvera intermedia	|	 	|	61648
1	|	Knoellia aerolata	|	 	|	442954
1	|	Knoellia flava	|	 	|	913969
1	|	Knoellia sinensis	|	 	|	136100
1	|	Knoellia subterranea	|	 	|	184882
1	|	Kocuria kristinae	|	Rothia kristinae	|	37923
1	|	Kocuria palustris	|	 	|	71999
1	|	Kocuria polaris	|	 	|	136273
1	|	Kocuria rhizophila	|	 	|	72000
1	|	Kosmotoga olearia	|	 	|	651457
1	|	Kribbella flavida	|	 	|	182640
1	|	Ktedonobacter racemifer	|	 	|	363277
1	|	Kutzneria albida	|	 	|	43357
1	|	Kyrpidia tusciae	|	 	|	33943
1	|	Kytococcus sedentarius	|	 	|	1276
1	|	Labrenzia aggregata	|	Roseibium aggregatum	|	187304
1	|	Labrenzia alba	|	Roseibium album	|	311410
1	|	Labrenzia alexandrii	|	Roseibium alexandrii	|	388408
1	|	Lactobacillus acetotolerans	|	 	|	1600
1	|	Lactobacillus acidifarinae	|	Levilactobacillus acidifarinae	|	267364
1	|	Lactobacillus acidipiscis	|	Ligilactobacillus acidipiscis	|	89059
1	|	Lactobacillus acidophilus	|	 	|	1579
1	|	Lactobacillus agilis	|	Ligilactobacillus agilis	|	1601
1	|	Lactobacillus algidus	|	Dellaglioa algida	|	105612
1	|	Lactobacillus alimentarius	|	Companilactobacillus alimentarius	|	1602
1	|	Lactobacillus amylolyticus	|	 	|	83683
1	|	Lactobacillus amylophilus	|	Amylolactobacillus amylophilus	|	1603
1	|	Lactobacillus amylotrophicus	|	Amylolactobacillus amylotrophicus	|	376807
1	|	Lactobacillus amylovorus	|	 	|	1604
1	|	Lactobacillus animalis	|	Ligilactobacillus animalis	|	1605
1	|	Lactobacillus antri	|	Limosilactobacillus antri	|	227943
1	|	Lactobacillus apodemi	|	Ligilactobacillus apodemi	|	307126
1	|	Lactobacillus aquaticus	|	Liquorilactobacillus aquaticus	|	392566
1	|	Lactobacillus aviarius	|	Ligilactobacillus aviarius	|	1606
1	|	Lactobacillus backii	|	Loigolactobacillus backii	|	375175
1	|	Lactobacillus bifermentans	|	Loigolactobacillus bifermentans	|	1607
1	|	Lactobacillus brantae	|	Lacticaseibacillus brantae	|	943673
1	|	Lactobacillus brevis	|	Levilactobacillus brevis	|	1580
